round,full_mean,full_std,simplified_mean,simplified_std,gap_mean
48,0.3729166666666667,0.10803243468720145,0.0,0.0,0.3729166666666667
49,0.3755102040816326,0.10572925589378465,0.0,0.0,0.3755102040816326
50,0.378,0.1009752444909147,0.0,0.0,0.378
51,0.3764705882352941,0.09717264073226561,0.0,0.0,0.3764705882352941
52,0.38076923076923075,0.09373890466887648,0.0,0.0,0.38076923076923075
53,0.3849056603773585,0.08817601090979564,0.0,0.0,0.3849056603773585
54,0.3907407407407407,0.08091130472204991,0.0,0.0,0.3907407407407407
55,0.3927272727272727,0.07933608810644156,0.0,0.0,0.3927272727272727
56,0.3928571428571429,0.07824607964359515,0.0,0.0,0.3928571428571429
57,0.3929824561403508,0.08123394317747527,0.0,0.0,0.3929824561403508
58,0.39482758620689656,0.07955359996592641,0.0,0.0,0.39482758620689656
59,0.3949152542372881,0.07731860832513249,0.0,0.0,0.3949152542372881
60,0.39666666666666667,0.07630348761506399,0.0,0.0,0.39666666666666667
61,0.3950819672131147,0.07634840014554109,0.0,0.0,0.3950819672131147
62,0.39354838709677425,0.07537626739063175,0.0,0.0,0.39354838709677425
63,0.39206349206349206,0.07446796257612635,0.0,0.0,0.39206349206349206
64,0.3921875,0.0740994106336211,0.0,0.0,0.3921875
65,0.38923076923076927,0.07051794853148209,0.0,0.0,0.38923076923076927
66,0.390909090909091,0.07035264706814484,0.0,0.0,0.390909090909091
67,0.3895522388059701,0.07233803472270228,0.0,0.0,0.3895522388059701
68,0.3911764705882353,0.07475450015964019,0.0,0.0,0.3911764705882353
69,0.391304347826087,0.07446511639805872,0.0,0.0,0.391304347826087
70,0.38714285714285707,0.07240757655699534,0.0,0.0,0.38714285714285707
71,0.3830985915492957,0.07036617462984111,0.0,0.0,0.3830985915492957
72,0.3847222222222222,0.07083333333333335,0.0,0.0,0.3847222222222222
73,0.3904109589041095,0.06856160962324491,0.0,0.0,0.3904109589041095
74,0.3932432432432432,0.06660119746136003,0.0,0.0,0.3932432432432432
75,0.3946666666666666,0.06907644718393931,0.0,0.0,0.3946666666666666
76,0.3960526315789474,0.07023161128990799,0.0,0.0,0.3960526315789474
77,0.39870129870129867,0.06824054366451765,0.0,0.0,0.39870129870129867
78,0.4,0.06827449720868896,0.0,0.0,0.4
79,0.40126582278481016,0.06746966061385534,0.0,0.0,0.40126582278481016
80,0.4025,0.06887488656977955,0.0,0.0,0.4025
81,0.4024691358024691,0.06652935103855545,0.0,0.0,0.4024691358024691
82,0.39999999999999997,0.06675088869953176,0.0,0.0,0.39999999999999997
83,0.4,0.06572617685294388,0.0,0.0,0.4
84,0.40119047619047626,0.06322986535661666,0.0,0.0,0.40119047619047626
85,0.4011764705882353,0.06213056906593362,0.0,0.0,0.4011764705882353
86,0.40116279069767435,0.06114333407039492,0.0,0.0,0.40116279069767435
87,0.4011494252873563,0.06346867904495875,0.0,0.0,0.4011494252873563
88,0.4022727272727272,0.06331085580538236,0.0,0.0,0.4022727272727272
89,0.4022471910112359,0.06567028852225823,0.0,0.0,0.4022471910112359
90,0.4011111111111111,0.06748570950693429,0.0,0.0,0.4011111111111111
91,0.39999999999999997,0.06777645690157923,0.0,0.0,0.39999999999999997
92,0.40108695652173915,0.06916494899970885,0.0,0.0,0.40108695652173915
93,0.4043010752688172,0.07103287984909137,0.0,0.0,0.4043010752688172
94,0.4031914893617022,0.07127659574468086,0.0,0.0,0.4031914893617022
95,0.40315789473684205,0.07171040560105726,0.0,0.0,0.40315789473684205
96,0.4041666666666667,0.07198813559654582,0.0,0.0,0.4041666666666667
97,0.4061855670103093,0.07336266752435958,0.0,0.0,0.4061855670103093
98,0.40816326530612246,0.07315693195483641,0.0,0.0,0.40816326530612246
99,0.4070707070707071,0.07256575780065377,0.0,0.0,0.4070707070707071
100,0.409,0.06977822009767805,0.0,0.0,0.409
101,0.40891089108910883,0.06802924113386885,0.0,0.0,0.40891089108910883
102,0.4068627450980392,0.06447522763708777,0.0,0.0,0.4068627450980392
103,0.4058252427184465,0.06451746689645106,0.0,0.0,0.4058252427184465
104,0.4048076923076923,0.06103308104830135,0.0,0.0,0.4048076923076923
105,0.40476190476190477,0.05920868968521734,0.0,0.0,0.40476190476190477
106,0.4018867924528302,0.05679213940865061,0.0,0.0,0.4018867924528302
107,0.4037383177570093,0.05446281227788212,0.0,0.0,0.4037383177570093
108,0.4046296296296297,0.05351980006154972,0.0,0.0,0.4046296296296297
109,0.40366972477064217,0.05427596131284052,0.0,0.0,0.40366972477064217
110,0.40545454545454546,0.052883780262723584,0.0,0.0,0.40545454545454546
111,0.40810810810810805,0.05360928124977239,0.0,0.0,0.40810810810810805
112,0.40982142857142856,0.05167012962939388,0.0,0.0,0.40982142857142856
113,0.41061946902654867,0.05147978609645659,0.0,0.0,0.41061946902654867
114,0.41052631578947363,0.05096785630292614,0.0,0.0,0.41052631578947363
115,0.4078260869565217,0.0489511928523046,0.0,0.0,0.4078260869565217
